value,class
indications    predominant rhythm is sinus  heart rate varied between 56 128 beats per minute  average heart rate of 75 beats per minute  minimum heart rate of 50 beats per minute  640 ventricular ectopic isolated beats noted  rare isolated apcs and supraventricular couplets  one supraventricular triplet reported  triplet maximum rate of 178 beats per minute noted,medical transcript
the art collection of murdered fashion designer gianni versace could fetch up to £9m   17m  when it is auctioned in new york and london later this year  among the pictures for sale are works by roy lichtenstein  andy warhol and henri matisse  the collection was housed at versace s six storey new york townhouse  the 51 year old designer was shot outside his florida home in 1997 by suspected serial killer andrew cunanan  who later killed himself  the auction  at sotheby s  will feature 45 contemporary  impressionist and 19th century paintings  one of the highlights of the sale is roy lichtenstein s blue nude which has been given an estimate of £1 8m   3 4m   tobias meyer  sotheby s worldwide head of contemporary art  said   this collection reflects mr versace s wide ranging taste and impeccable eye  and many of the works were commissioned directly from the artists   outstanding later examples from champions of the pop movement  such as roy lichtenstein  are juxtaposed with masterpieces from the most visible artists of the 1980 s  including jean michel basquiat and the collaborative genius of basquiat and warhol  as well as francesco clemente   much of the collection will be offered for sale at three auctions in new york in june  with smaller contemporary paintings going under the hammer in london on 22 and 23 june  a sale of versace s furniture and artworks sold in 2001fetched £5 5m   10 3m,news article
subjective   this 23 year old white female presents with complaint of allergies  she used to have allergies when she lived in seattle but she thinks they are worse here  in the past  she has tried claritin  and zyrtec  both worked for short time but then seemed to lose effectiveness  she has used allegra also  she used that last summer and she began using it again two weeks ago  it does not appear to be working very well  she has used over the counter sprays but no prescription nasal sprays  she does have asthma but doest not require daily medication for this and does not think it is flaring up  medications    her only medication currently is ortho tri cyclen and the allegra  allergies    she has no known medicine allergies  objective  vitals  weight was 130 pounds and blood pressure 124 78  heent  her throat was mildly erythematous without exudate  nasal mucosa was erythematous and swollen  only clear drainage was seen  tms were clear  neck  supple without adenopathy  lungs  clear  assessment   allergic rhinitis  plan  1  she will try zyrtec instead of allegra again  another option will be to use loratadine  she does not think she has prescription coverage so that might be cheaper  2  samples of nasonex two sprays in each nostril given for three weeks  a prescription was written as well,medical transcript
vaco has partnered with a media   communications company that is searching for a payroll audit specialist to assist their team for a temporary period of 3 6 months  this role requires someone with multi state payroll processing experience as well as payroll auditing experience  experience using adp is required and experience using paylocity is preferred  this project role can be completed on a fully remote basis position title  payroll audit specialistposition type  contractlocation  remoteproject length  3 6 monthsrequirements for the payroll audit specialist role include at least 2 years of payroll processing experiencemulti state payroll processing experienceprior experience using adp software and preferably paylocity softwareexperience in payroll auditexcellent organization and communication skillsability to commit to duration of project if you believe your skillset is a match  please apply today why vaco  we have direct relationships with hiring managers  so you can expect that we proactively market your skill set to prospective clients that we mutually agree make sense promoting your strengths to our client relationships if you are available immediately to begin a consulting engagement with vaco  and you want to partner with the best consulting firm in the nation  apply today to learn more  gain market insights  and join our growing consulting base,job posting
position requires availability monday through friday from 8 am to 5 pm with the ability to work additional hours as needed  incumbent should be located anywhere within the arvest 4 state footprint  ar  ks  mo  ok   preferred qualifications  cbs system knowledge  consumer and commercial loan knowledge pay is based on a number of factors including the successful candidate’s job related knowledge and skills  qualifications  and prior experience  arvest offers a comprehensive suite of benefits  including a full range of health and life  financial  and wellness benefits  for more information about benefits  please visit www arvest com careers benefits   summary  with limited direction  the ias supervisor is an execution focused leader providing leadership  guidance and workflow management on a day to day basis  the supervisor ensures exceptional and consistent customer service  providing effective and efficient responses to inquiries in a professional and proficient manner  essential duties and responsibilities include the following  other duties may be assigned  coordinates team activities and balances workload  e g   scheduling  shift management  other administrative duties  works to continually improve policies  procedures and processes  tracks trending of issues and formulates recommendations for management to address recurring issues documents  maintains and enhances work processes and standards in the area  including documenting procedures for troubleshooting and incident resolution   solution responsible for the development of more junior team members  monitors team performance  spotting trends and identifying anomalies for escalation ensures compliance with relevant policies and regulations  and escalates any concerns as appropriate reviews team member performance  including preparing or delivering performance reviews  provides feedback for performance related matters and coaches team members on performance participates as a key contributor in the recruiting and hiring process coordinates and engages the appropriate level of expertise on issues that involve other functions monitors the environment  especially during peak periods  and manages the resolution of any incidents is the fir,job posting
subjective   this is a followup dietary consultation for hyperlipidemia  hypertension  and possible metabolic syndrome  the patient reports that she has worked hard for a number of weeks following the meal plan prescribed  but felt like she was gaining weight and not losing weight on it  she is not sure that she was following it accurately  she is trying to walk 1 1 2 to 2 miles every other day  but is increasing her time in the garden and doing other yard work as well  once she started experiencing some weight gain  she went back to her old south beach diet and felt like she was able to take some of that weight off  however she realizes that the south beach diet is not a healthy diet for her and so is coming back for better instruction on safe weight loss and low fat eating  objective   weight is 275 pounds  food records were reviewed  assessment   the patient experienced a weight gain of 2 pounds since our last consultation which was two months ago  i did carefully review her food records and evaluated calories consumed  while she was carefully tracking the volume of protein and carbohydrates  she was getting some excess calories from the fatty proteins selected  thus we rearranged her meal plan a little bit and talked about how to track her fat calories as well  she was more open to reducing the amount of protein from the previous meal plan and increasing slightly the amount of carbohydrates  while this still is not as much carbohydrate as i would normally recommend  i am certainly willing to work with her on how she feels her body best handles weight reduction  we also discussed a snack that could be eliminated in the morning because she really is not hungry at that time  plan   a new 1500 calorie meal plan was developed based on 35  of the calories coming from protein  40  of the calories from carbohydrate  and 25  of the calories from fat  this translates in to 10 servings at 15 grams a piece of carbohydrates throughout the day dividing them in to groups of two servings per meal and per snack  this also translates in to 2 ounces of protein at breakfast  6 ounces at lunch  2 ounces in the afternoon snack  6 ounces at supper  and 2 ounces in the evening snack  we have eliminated the,medical transcript
throughout our lives we long to love ourselves more deeply and find a greater sense of connection with others  our fear of intimacy—both with others and with ourselves—creates feelings of pain and longing  but these feelings can also awaken in us the desire for freedom and the willingness to take up the spiritual path in this inspiring book  sharon salzberg  one of america s leading spiritual teachers  shows us how the buddhist path of lovingkindness   metta in pali   can help us discover the radiant  joyful heart within each of us  this practice of lovingkindness is revolutionary because it has the power to radically change our lives  helping us create true happiness in ourselves and genuine compassion for others  the buddha described the nature of such a spiritual path as   the liberation of the heart,book description
we are pepsico supply chain  we are the game changers  innovators  collaborators and history makers  the ground breakers of the supply chain   logistics space  we are a diverse group  spread across 200 countries and territories  and united by a shared set of values and goals  you know our name through our amazing portfolio  including tropicana  pepsi  frito lay  quaker and gatorade  we perform with a purpose  we dream globally and act locally  constantly innovating to sustain our planet  our people  our communities and our business practices  together  we raise the bar in lean manufacturing practices  we put forth new standards and stretch to reach beyond the goals we set  we are a think tank  bringing our ideas into action and are determined to find ways to drive efficiencies  improve processes and achieve the highest level of safety… all while meeting the demands of our customers and consumers to deliver the best products  at pepsico  we are committed to performing well as individuals and in teams  and to strengthen the company as a whole  are you hungry to be a part of the world’s largest portfolio of billion dollar food and beverage brands  then now is the time to explore the opportunities of pepsico  what makes you unique makes us better  responsibilities thisproduction supervisor position contributes to the success of pepsico by directing the manufacturing front line team to meet customer needs and achieve standards related to cost  line efficiencies  waste  safety and productivity  this individual must align the team to achieve production performance standards  applies knowledge of tpm processes  equipment and system capability for challenging individual and facility standards sets and achieves performance standards with regards to safety  line utilization and qualitydevelops a team to solve day to day operational issues and reach short  and long term performance goalsdelivers effective change leadership to drive business changes while minimizing people impactcommunicate and collaborate cross functionally to assist team to solve operational issuesmotivates team members to achieve plan goalstracks key performance indicators costs  anticipating and correcting trends which would com,job posting
it infrastructure engineer  multiple position  cambridge  ma or lawrenceville  nj   hybrid role 12  month contract with high potential for extension and can convert to permanent  pay range   70 hr to  90 hr our fortune 500 client  one of the world s largest pharmaceutical companies  in devens  ma is looking for hardworking  motivated talent to join their innovative team  are you an it infrastructure engineer with a passion for collaborating with multiple teams and an interest in working onsite  don t wait    apply today  must have requirements 10  years of experience as infrastructure engineer knowledge of data center operation and it infrastructure  knowledge of network connectivity  network services  and network security  hands on experiences of managing windows operating systems  windows domains  active directory  and group policy  hands on experiences of supporting windows pc  thin client  mobile devices  and peripherals  experience of patching of operating systems and applications  firmware upgrade  and cybersecurity tools  experience of managing acronis backup and thinmanager  are you interested   please click apply button  if you are not available or if this is not the right role at the moment  please share the job description with your friends and let us know if any of them show interest,job posting
procedures performed   phenol neurolysis left musculocutaneous nerve and bilateral obturator nerves  botulinum toxin injection left pectoralis major  left wrist flexors  and bilateral knee extensors  procedure codes    64640 times three  64614 times four  95873 times four  preoperative diagnosis    spastic quadriparesis secondary to traumatic brain injury  907 0  postoperative diagnosis   spastic quadriparesis secondary to traumatic brain injury  907 0  anesthesia   mac  complications    none  description of technique    informed consent was obtained from the patient s brother  the patient was brought to the minor procedure area and sedated per their protocol  the patient was positioned lying supine  skin overlying all areas injected was prepped with chlorhexidine  the obturator nerves were identified lateral to the adductor longus tendon origin and below the femoral pulse using active emg stimulation  approximately 7 ml was injected on the right side and 5 ml on the left side  at all sites of phenol injections in this area injections were done at the site of maximum hip adduction contraction with least amount of stimulus  negative drawback for blood was done prior to each injection of phenol  the musculocutaneous nerve was identified in the left upper extremity above the brachial pulse using active emg stimulation  approximately 5 ml of 5  phenol was injected in this location  injections in this area were done at the site of maximum elbow flexion contraction with least amount of stimulus  negative drawback for blood was done prior to each injection of phenol  muscles injected with botulinum toxin were identified using active emg stimulation  approximately 150 units was injected in the knee extensors bilaterally  100 units in the left pectoralis major  and 50 units in the left wrist flexors  total amount of botulinum toxin injected was 450 units diluted 25 units to 1 ml  the patient tolerated the procedure well and no complications were encountered,medical transcript
subjective   the patient comes back to see me today  she is a pleasant 73 year old caucasian female who had seen dr  xyz with low back pain  lumbar degenerative disc disease  lumbar spondylosis  facet and sacroiliac joint syndrome  lumbar spinal stenosis primarily bilateral recess  intermittent lower extremity radiculopathy  djd of both knees  bilateral pes anserinus bursitis  and chronic pain syndrome  dr  xyz had performed right and left facet and sacroiliac joint injections  subsequent right l3 to s1 medial branch blocks and radiofrequency ablation on the right from l3 to s1  she was subsequently seen with some mid back pain and she had right t8 t9 and t9 t10 facet injections on 10 28 2004  she was last seen on 04 08 2005 with recurrent pain in her low back on the right  dr  xyz repeated her radiofrequency ablation on the right side from l3 s1 on 05 04 2005  the patient comes back to see me today  she states that the radiofrequency ablation has helped her significantly there  but she still has one spot in her low back that seems to be hurting her on the right  and seems to be pointing to her right sacroiliac joint  she is also complaining of pain in both knees  she says that 20 years ago she had a cortisone shot in her knees  which helped her significantly  she has not had any x rays for quite some time  she is taking some lortab 7 5 mg tablets  up to four daily  which help her with her pain symptoms  she is also taking celebrex through dr  s’ office  past medical history   essentially unchanged from my visit of 04 08 2005  physical examination  general  reveals a pleasant caucasian female  vital signs  height is 5 feet 5 inches  weight is 183 pounds  she is afebrile  heent  benign  neck  shows functional range of movements with a negative spurling s  musculoskeletal  examination shows degenerative joint disease of both knees  with medial and lateral joint line tenderness  with tenderness at both pes anserine bursa  straight leg raises are negative bilaterally  posterior tibials are palpable bilaterally  skin and lymphatics  examination of the skin does not reveal any additional scars  rashes  cafe au lait spots or ulcers  no significant lymphadenopathy noted  spine  examination show,medical transcript
irish shares have risen to a record high  with investors persuaded to buy into the market by low inflation and strong growth forecasts  the iseq index of leading shares closed up 23 points to 6661 89 on thursday  fuelled by strong growth in banking and financial stocks  a fall in the rate of inflation to 2 3  in january gave a fresh boost to shares which have advanced 4  this month  the economy is set for strong growth in 2005 while interest rates remain low  several of ireland s biggest companies saw their market value hit recent highs on thursday  allied irish banks  ireland s biggest company by capitalisation  touched a five year peak while bank of ireland shares rose to their highest level since august 2002  telecoms firm eircom  which recently revealed that it would re enter the irish mobile phone market  hit a yearly high  analysts said that economic conditions were benign and irish shares were still trading at a discount to other european markets   ireland ticks all the boxes as far as international investors are concerned   roy asher  chief investment officer of hibernian investment managers  told reuters   buoyant economic conditions are set to continue in ireland over the next few years and irish equities continue to offer quality growth at a reasonable valuation   bernard mcalinden  head of equity research at ncb stockbrokers  said equities represented good value compared to other investments   it is still looking good   he told reuters   we have seen good economic data on ireland which benefits the financial stocks   ireland s economic  miracle  is enjoying a second wind  with 5  growth forecast for 2005 and 2006  the economy cooled markedly between 2001 and 2003 after enjoying spectacular growth of more than 10  in 2000  however  it has bounced back strongly with growth of just under 5  expected in 2004,news article
libya has withdrawn  1bn in assets from the us  assets which had previously been frozen for almost 20 years  the libyan central bank has said  the move came after the us lifted a trade ban to reward tripoli for giving up weapons of mass destruction and vowing to compensate lockerbie victims  the original size of libya s funds was  400m  the central bank told reuters  however  the withdrawal did not mean that libya had cut its ties with the us  he added   we are in the process of opening accounts in banks in the united states   the central bank s vice president farhat omar ben gadaravice said  the previously frozen assets had been invested in various countries and are believed to have included equity holdings in banks  the us ban on trade and economic activity with tripoli   imposed by then president ronald regan in 1986 after a series of what the us deemed terrorist acts  including the 1988 lockerbie air crash   was suspended in april  bankers from the two country s had been working on how to unfreeze libya s assets,news article
a british terror suspect held in guantanamo bay for 33 months plans to sue the government  it is reported  martin mubanga claimed in the observer that an mi6 officer played a key role in consigning him to the us camp in cuba  following his arrest in zambia  mr mubanga  32  from wembley  london  said he was brutally interrogated and daubed with urine at the camp  the home secretary said he would not be launching an investigation and that the media reports were not  well informed   mr mubanga  who has dual british and zambian nationality  was one of four britons who were released from the us camp in january  he said he was sent there after being interrogated by a british man who said he was from mi6  shortly after his arrest in zambia in march 2002  mr mubanga said he had been in afghanistan and pakistan to study islam  but he said he was unable to return to the uk because he had lost his british passport  and was travelling on his zambian passport instead  mr mubanga said the  mi6 agent  told him the passport had been found in a cave in afghanistan along with documents listing jewish groups in new york and suggested he had been on an al qaeda reconnaissance mission  mr mubanga said the man  and an american female defence official  tried to recruit him as an agent  but he refused and within three weeks was told he would be sent to guantanamo bay  his lawyer louise christian said    we are hoping to issue proceedings for the misfeasance of officials who colluded with the americans in effectively kidnapping him and taking him to guantanamo   and menzies campbell  the liberal democrats  foreign affairs spokesman  said it was vital to establish whether ministers approved mr mubanga s transfer to guantanamo  but a foreign office spokesman said he could not comment on the activities of british intelligence or security agencies  and home secretary charles clarke told bbc one s breakfast with frost   i m not organising a specific investigation into it   mr mubanga is the first of the four detainees freed last month to give a media interview  he told the observer his worst moment was when he was told he would be released last march  only to be confined and told he would be there for many more year,news article
preoperative diagnosis    acute infected olecranon bursitis  left elbow  postoperative diagnosis    infection  left olecranon bursitis  procedure performed  1  incision and drainage  left elbow  2  excision of the olecranon bursa  left elbow  anesthesia    local with sedation  complications    none  needle and sponge count    correct  specimens    excised bursa and culture specimens sent to the microbiology  indication   the patient is a 77 year old male who presented with 10 day history of pain on the left elbow with an open wound and drainage purulent pus followed by serous drainage  he was then scheduled for i d and excision of the bursa  risks and benefits were discussed  no guarantees were made or implied  procedure    the patient was brought to the operating room and once an adequate sedation was achieved  the left elbow was injected with 0 25  plain marcaine  the left upper extremity was prepped and draped in standard sterile fashion  on examination of the left elbow  there was presence of thickening of the bursal sac  there was a couple of millimeter opening of skin breakdown from where the serous drainage was noted  an incision was made midline of the olecranon bursa with an elliptical incision around the open wound  which was excised with skin  the incision was carried proximally and distally  the olecranon bursa was significantly thickened and scarred  excision of the olecranon bursa was performed  there was significant evidence of thickening of the bursa with some evidence of adhesions  satisfactory olecranon bursectomy was performed  the wound margins were debrided  the wound was thoroughly irrigated with pulsavac irrigation lavage system mixed with antibiotic solution  there was no evidence of a loose body  there was no bleeding or drainage  after completion of the bursectomy and i d  the skin margins  which were excised were approximated with 2 0 nylon in horizontal mattress fashion  the open area of the skin  which was excised was left           and was dressed with 0 25 inch iodoform packing  sterile dressings were placed including xeroform  4x4  abd  and bias  the patient tolerated the procedure very well  he was then extubated and transferred to the recovery room in a,medical transcript
practicing law in a large partnership  sydney jones was primed for making partner  then her life turned upside down after a disagreement with her boss at birdman   birdman leaving the office  she was swiftly kidnapped and taken to her assailants’ hideaway  beaten  and raped  with no memory of whom she was put her at a disadvantage with her captors  through gritted teeth  she promised a day of repercussions for their actions while mentally visualizing her revenge warned by her assailants to keep her mouth shut or else  she was delivered to her home  not recognizing her former living quarters  she was careful in exploring her options for regaining her memory piecing together the reasons for her kidnapping brought her into contact with people  some she could trust and others risky  the problem was the amnesia prevented her from recognizing the difference tapped for crime once nudged her toward caution for something afoul was going on at birdman   birdman  she prepared for a fight  with a vision of fury she made a chilling decision – never to be a victim again,book description
